NAME	LATITUDE	LONGITUDE 
JB-___20140530_230934.wav	  49.76578 N	  8.63404 E
JB-_N_20140530_230938.wav	  49.76578 N	  8.63404 E
JB-_N_20140626_213808.wav	  49.76327 N	  8.64834 E
JB-_N_20140626_213823.wav	  49.76327 N	  8.64834 E
JB-___20140626_214052.wav	  49.76326 N	  8.64836 E
JB-_N_20140626_214522.wav	  49.76326 N	  8.64837 E
JB-_N_20140626_214541.wav	  49.76326 N	  8.64837 E
JB-_N_20140626_214730.wav	  49.76327 N	  8.64839 E
JB-_N_20140626_214805.wav	  49.76327 N	  8.64839 E
JB-_N_20140626_214911.wav	  49.76328 N	  8.64839 E
JB-_N_20140626_214919.wav	  49.76328 N	  8.64839 E
JB-___20140626_215704.wav	  49.76328 N	  8.64839 E
JB-___20140626_220324.wav	  49.76327 N	  8.64839 E
JB-___20140626_220329.wav	  49.76327 N	  8.64839 E
JB-___20140626_220443.wav	  49.76327 N	  8.64839 E
JB-_N_20140626_220538.wav	  49.76327 N	  8.64839 E
JB-___20140626_220640.wav	  49.76327 N	  8.64837 E
JB-_N_20140626_221126.wav	  49.76327 N	  8.64837 E
JB-___20140626_221152.wav	  49.76327 N	  8.64837 E
JB-_N_20140626_221353.wav	  49.76327 N	  8.64837 E
JB-___20140626_221355.wav	  49.76327 N	  8.64837 E
JB-___20140626_221756.wav	  49.76327 N	  8.64837 E
JB-___20140626_222452.wav	  49.76327 N	  8.64837 E
JB-___20140626_222525.wav	  49.76327 N	  8.64837 E
JB-___20140626_222531.wav	  49.76327 N	  8.64837 E
JB-___20140626_222746.wav	  49.76327 N	  8.64837 E
JB-___20140626_222903.wav	  49.76327 N	  8.64837 E
JB-___20140626_223517.wav	  49.76327 N	  8.64837 E
JB-___20140626_223522.wav	  49.76327 N	  8.64837 E
JB-___20140626_223729.wav	  49.76327 N	  8.64837 E
JB-_N_20140626_223828.wav	  49.76327 N	  8.64837 E
JB-___20140626_223830.wav	  49.76327 N	  8.64837 E
JB-___20140626_223912.wav	  49.76327 N	  8.64837 E
JB-___20140626_223916.wav	  49.76327 N	  8.64837 E
JB-_N_20140626_224155.wav	  49.76327 N	  8.64837 E
JB-___20140626_224209.wav	  49.76327 N	  8.64837 E
JB-___20140626_224459.wav	  49.76328 N	  8.64837 E
JB-_N_20140626_224934.wav	  49.76329 N	  8.64837 E
JB-___20140626_225254.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225406.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225417.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225421.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225424.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225443.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225448.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225451.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225501.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225506.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225509.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225524.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225534.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225540.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225558.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225602.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225604.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225608.wav	  49.76329 N	  8.64839 E
JB-_N_20140626_225614.wav	  49.76329 N	  8.64839 E
JB-___20140626_225615.wav	  49.76329 N	  8.64839 E
JB-_N_20140908_220159.wav	  49.76657 N	  8.63394 E
JB-___20140908_220203.wav	  49.76657 N	  8.63394 E
JB-___20140908_220210.wav	  49.76657 N	  8.63394 E
JB-___20140908_220214.wav	  49.76656 N	  8.63392 E
JB-___20140908_220220.wav	  49.76649 N	  8.63382 E
JB-___20140908_220242.wav	  49.76655 N	  8.63386 E
JB-___20140908_220258.wav	  49.76656 N	  8.63386 E
JB-___20140908_220320.wav	  49.76655 N	  8.63387 E
JB-___20140908_220331.wav	  49.76655 N	  8.63387 E
JB-___20140908_220337.wav	  49.76656 N	  8.63386 E
JB-___20140908_220344.wav	  49.76656 N	  8.63387 E
JB-___20140908_220358.wav	  49.76656 N	  8.63387 E
JB-___20140908_220404.wav	  49.76656 N	  8.63387 E
JB-_N_20140908_220409.wav	  49.76656 N	  8.63387 E
JB-___20140908_220413.wav	  49.76656 N	  8.63387 E
JB-_N_20140908_220426.wav	  49.76657 N	  8.63387 E
JB-___20140908_220431.wav	  49.76656 N	  8.63387 E
JB-_N_20140908_220441.wav	  49.76650 N	  8.63391 E
JB-_N_20140908_220444.wav	  49.76649 N	  8.63392 E
JB-___20140908_220458.wav	  49.76647 N	  8.63401 E
JB-_N_20140908_220503.wav	  49.76644 N	  8.63402 E
JB-___20140908_220510.wav	  49.76638 N	  8.63399 E
JB-_N_20140908_220515.wav	  49.76634 N	  8.63397 E
JB-_N_20140908_220520.wav	  49.76632 N	  8.63397 E
JB-_N_20140908_220532.wav	  49.76622 N	  8.63394 E
JB-_N_20140908_220543.wav	  49.76610 N	  8.63392 E
JB-___20140908_220550.wav	  49.76606 N	  8.63394 E
JB-___20140908_220559.wav	  49.76607 N	  8.63396 E
JB-___20140908_220605.wav	  49.76587 N	  8.63372 E
JB-___20140908_220707.wav	  49.76586 N	  8.63372 E
JB-___20140908_220717.wav	  49.76586 N	  8.63371 E
JB-___20140908_220819.wav	  49.76585 N	  8.63369 E
JB-___20140908_220918.wav	  49.76585 N	  8.63369 E
JB-_N_20140908_220927.wav	  49.76585 N	  8.63369 E
JB-___20140908_220930.wav	  49.76585 N	  8.63371 E
JB-_N_20140908_220935.wav	  49.76582 N	  8.63372 E
JB-_N_20140908_220939.wav	  49.76579 N	  8.63372 E
JB-_N_20140908_220943.wav	  49.76579 N	  8.63374 E
JB-_N_20140908_220948.wav	  49.76578 N	  8.63379 E
JB-_N_20140908_220952.wav	  49.76574 N	  8.63381 E
JB-___20140908_220955.wav	  49.76569 N	  8.63382 E
JB-_N_20140908_221000.wav	  49.76563 N	  8.63384 E
JB-___20140908_221005.wav	  49.76557 N	  8.63384 E
JB-_N_20140908_221010.wav	  49.76553 N	  8.63382 E
JB-___20140908_221014.wav	  49.76545 N	  8.63377 E
JB-___20140908_221020.wav	  49.76540 N	  8.63372 E
JB-___20140908_221027.wav	  49.76544 N	  8.63361 E
JB-___20140908_221128.wav	  49.76535 N	  8.63351 E
JB-___20140908_221205.wav	  49.76540 N	  8.63352 E
JB-___20140908_221238.wav	  49.76545 N	  8.63362 E
JB-___20140908_221339.wav	  49.76554 N	  8.63374 E
JB-___20140908_221440.wav	  49.76558 N	  8.63381 E
JB-___20140908_221457.wav	  49.76547 N	  8.63376 E
JB-_N_20140908_221502.wav	  49.76541 N	  8.63374 E
JB-___20140908_221507.wav	  49.76536 N	  8.63367 E
JB-_N_20140908_221515.wav	  49.76534 N	  8.63366 E
JB-___20140908_221519.wav	  49.76534 N	  8.63366 E
JB-___20140908_221525.wav	  49.76534 N	  8.63367 E
JB-___20140908_221531.wav	  49.76534 N	  8.63367 E
JB-___20140908_221538.wav	  49.76534 N	  8.63367 E
JB-___20140908_221543.wav	  49.76534 N	  8.63367 E
JB-_N_20140908_221549.wav	  49.76534 N	  8.63367 E
JB-_N_20140908_221553.wav	  49.76534 N	  8.63367 E
JB-_N_20140908_221557.wav	  49.76533 N	  8.63367 E
JB-_N_20140908_221607.wav	  49.76532 N	  8.63366 E
JB-_N_20140908_221612.wav	  49.76531 N	  8.63364 E
JB-___20140908_221616.wav	  49.76531 N	  8.63364 E
JB-___20140908_221621.wav	  49.76530 N	  8.63364 E
JB-___20140908_221626.wav	  49.76529 N	  8.63364 E
JB-___20140908_221633.wav	  49.76530 N	  8.63361 E
JB-___20140908_221638.wav	  49.76531 N	  8.63361 E
JB-___20140908_221650.wav	  49.76531 N	  8.63361 E
JB-___20140908_221655.wav	  49.76531 N	  8.63361 E
JB-___20140908_221702.wav	  49.76535 N	  8.63359 E
JB-___20140908_221727.wav	  49.76554 N	  8.63376 E
JB-___20140908_221827.wav	  49.76556 N	  8.63374 E
JB-___20140908_221838.wav	  49.76557 N	  8.63374 E
JB-___20140908_221848.wav	  49.76548 N	  8.63372 E
JB-___20140908_221855.wav	  49.76540 N	  8.63362 E
JB-___20140908_221901.wav	  49.76538 N	  8.63361 E
JB-___20140908_221906.wav	  49.76538 N	  8.63361 E
JB-___20140908_221911.wav	  49.76538 N	  8.63361 E
JB-___20140908_221945.wav	  49.76538 N	  8.63361 E
JB-___20140908_221952.wav	  49.76538 N	  8.63361 E
JB-___20140908_222053.wav	  49.76538 N	  8.63361 E
JB-___20140908_222109.wav	  49.76538 N	  8.63362 E
JB-_N_20140908_222130.wav	  49.76538 N	  8.63362 E
JB-_N_20140908_222134.wav	  49.76539 N	  8.63362 E
JB-___20140908_222139.wav	  49.76556 N	  8.63374 E
JB-___20140908_222146.wav	  49.76567 N	  8.63384 E
JB-_N_20140908_222201.wav	  49.76572 N	  8.63386 E
JB-_N_20140908_222205.wav	  49.76574 N	  8.63386 E
JB-___20140908_222208.wav	  49.76580 N	  8.63387 E
JB-___20140908_222212.wav	  49.76586 N	  8.63376 E
JB-___20140908_222313.wav	  49.76584 N	  8.63372 E
JB-___20140908_222352.wav	  49.76584 N	  8.63369 E
JB-___20140908_222435.wav	  49.76586 N	  8.63372 E
JB-___20140908_222505.wav	  49.76589 N	  8.63387 E
JB-___20140908_222552.wav	  49.76590 N	  8.63389 E
JB-_N_20140908_222558.wav	  49.76591 N	  8.63391 E
JB-_N_20140908_222605.wav	  49.76596 N	  8.63392 E
JB-_N_20140908_222613.wav	  49.76603 N	  8.63394 E
JB-_N_20140908_222624.wav	  49.76613 N	  8.63394 E
JB-_N_20140908_222627.wav	  49.76615 N	  8.63394 E
JB-___20140908_222634.wav	  49.76626 N	  8.63397 E
JB-_N_20140908_222642.wav	  49.76636 N	  8.63399 E
JB-___20140908_222653.wav	  49.76639 N	  8.63396 E
JB-___20140908_222703.wav	  49.76636 N	  8.63392 E
JB-___20140908_222711.wav	  49.76636 N	  8.63392 E
JB-_N_20140908_222719.wav	  49.76637 N	  8.63391 E
JB-___20140908_222724.wav	  49.76640 N	  8.63382 E
JB-___20140908_222737.wav	  49.76646 N	  8.63377 E
JB-___20140908_222743.wav	  49.76646 N	  8.63376 E
JB-___20140908_222750.wav	  49.76647 N	  8.63376 E
JB-_N_20140908_222759.wav	  49.76647 N	  8.63376 E
JB-___20140908_222805.wav	  49.76646 N	  8.63374 E
JB-___20140908_222814.wav	  49.76645 N	  8.63374 E
JB-___20140908_222820.wav	  49.76645 N	  8.63372 E
JB-___20140908_222833.wav	  49.76643 N	  8.63372 E
JB-___20140908_222847.wav	  49.76643 N	  8.63371 E
JB-___20140908_222852.wav	  49.76643 N	  8.63374 E
JB-_N_20140908_223052.wav	  49.76693 N	  8.63397 E
JB-_N_20140908_223056.wav	  49.76695 N	  8.63396 E
JB-_N_20140908_223102.wav	  49.76683 N	  8.63399 E
JB-_N_20140908_223108.wav	  49.76683 N	  8.63401 E
JB-_N_20140908_223114.wav	  49.76685 N	  8.63401 E
JB-_N_20140908_223124.wav	  49.76686 N	  8.63401 E
JB-_N_20140908_223127.wav	  49.76687 N	  8.63401 E
JB-_N_20140908_223131.wav	  49.76688 N	  8.63401 E
JB-_N_20140908_223154.wav	  49.76689 N	  8.63399 E
JB-_N_20140908_223157.wav	  49.76689 N	  8.63399 E
JB-_N_20140908_223202.wav	  49.76689 N	  8.63401 E
JB-_N_20140908_223240.wav	  49.76696 N	  8.63459 E
JB-_N_20140908_223346.wav	  49.76748 N	  8.63516 E
JB-___20140908_223347.wav	  49.76749 N	  8.63516 E
JB-___20140913_211253.wav	  49.76634 N	  8.63422 E
JB-___20140913_211259.wav	  49.76635 N	  8.63404 E
JB-___20140913_211303.wav	  49.76633 N	  8.63402 E
JB-___20140913_211309.wav	  49.76633 N	  8.63402 E
JB-___20140913_211312.wav	  49.76634 N	  8.63401 E
JB-___20140913_211325.wav	  49.76635 N	  8.63399 E
JB-___20140913_211330.wav	  49.76635 N	  8.63399 E
JB-___20140913_211343.wav	  49.76636 N	  8.63399 E
JB-___20140913_211400.wav	  49.76640 N	  8.63401 E
JB-___20140913_211408.wav	  49.76652 N	  8.63402 E
JB-___20140913_211511.wav	  49.76607 N	  8.63446 E
JB-___20140913_211635.wav	  49.76621 N	  8.63464 E
JB-___20140913_211737.wav	  49.76647 N	  8.63444 E
JB-___20140913_211755.wav	  49.76653 N	  8.63434 E
JB-_N_20140913_211806.wav	  49.76649 N	  8.63422 E
JB-___20140913_211809.wav	  49.76650 N	  8.63422 E
JB-_N_20140913_211817.wav	  49.76651 N	  8.63422 E
JB-___20140913_211821.wav	  49.76657 N	  8.63414 E
JB-_N_20140913_211832.wav	  49.76665 N	  8.63417 E
JB-___20140913_211836.wav	  49.76657 N	  8.63417 E
JB-_N_20140913_211846.wav	  49.76641 N	  8.63434 E
JB-___20140913_211851.wav	  49.76631 N	  8.63449 E
JB-_N_20140913_211856.wav	  49.76624 N	  8.63466 E
JB-___20140913_211916.wav	  49.76608 N	  8.63489 E
JB-___20140913_211921.wav	  49.76592 N	  8.63486 E
JB-___20140913_211927.wav	  49.76577 N	  8.63472 E
JB-_N_20140913_211937.wav	  49.76578 N	  8.63469 E
JB-___20140913_211941.wav	  49.76576 N	  8.63451 E
JB-___20140913_211946.wav	  49.76482 N	  8.63349 E
JB-___20140913_213402.wav	  49.76588 N	  8.63397 E
JB-___20140913_213504.wav	  49.76582 N	  8.63387 E
JB-___20140913_213605.wav	  49.76583 N	  8.63387 E
JB-___20140913_213706.wav	  49.76583 N	  8.63386 E
JB-___20140913_213804.wav	  49.76584 N	  8.63387 E
JB-___20140913_213808.wav	  49.76585 N	  8.63387 E
JB-___20140913_213818.wav	  49.76590 N	  8.63394 E
JB-_N_20140913_213825.wav	  49.76594 N	  8.63396 E
JB-_N_20140913_213829.wav	  49.76596 N	  8.63394 E
JB-___20140913_213832.wav	  49.76604 N	  8.63392 E
JB-_N_20140913_213840.wav	  49.76613 N	  8.63399 E
JB-_N_20140913_213845.wav	  49.76621 N	  8.63401 E
JB-_N_20140913_213850.wav	  49.76629 N	  8.63402 E
JB-_N_20140913_213853.wav	  49.76635 N	  8.63402 E
JB-___20140913_213858.wav	  49.76639 N	  8.63407 E
JB-_N_20140913_213907.wav	  49.76638 N	  8.63414 E
JB-_N_20140913_213913.wav	  49.76638 N	  8.63421 E
JB-___20140913_213920.wav	  49.76638 N	  8.63436 E
JB-_N_20140913_213939.wav	  49.76642 N	  8.63444 E
JB-_N_20140913_214028.wav	  49.76671 N	  8.63462 E
JB-___20140913_214031.wav	  49.76683 N	  8.63464 E
JB-___20140913_214038.wav	  49.76706 N	  8.63474 E
JB-___20140913_214048.wav	  49.76711 N	  8.63477 E
JB-___20140913_214101.wav	  49.76724 N	  8.63489 E
JB-___20140913_214109.wav	  49.76730 N	  8.63497 E
JB-___20140913_214134.wav	  49.76739 N	  8.63496 E
JB-_N_20140913_214158.wav	  49.76763 N	  8.63514 E
JB-_N_20140913_214238.wav	  49.76805 N	  8.63557 E
JB-___20140913_214240.wav	  49.76808 N	  8.63557 E
